ticker,title,summary,publisher,link,publish_date,type,related_tickers,source,overall_sentiment_score,overall_sentiment_label
"META, MYNA","Faruqi & Faruqi Reminds Mynaric Investors of the Pending Class Action Lawsuit with a Lead Plaintiff Deadline of December 30, 2024 - MYNA - Mynaric  ( NASDAQ:MYNA ) ","Faruqi & Faruqi, LLP Securities Litigation Partner James ( Josh ) Wilson Encourages Investors Who Suffered Losses Exceeding $50,000 In Mynaric To Contact Him Directly To Discuss Their Options",Benzinga,https://www.benzinga.com/pressreleases/24/11/g42140778/faruqi-faruqi-reminds-mynaric-investors-of-the-pending-class-action-lawsuit-with-a-lead-plaintiff-,11/22/2024 15:39,"[{'topic': 'Earnings', 'relevance_score': '0.905476'}, {'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.650727'}]","META, MYNA",Alpha,0.036376,Neutral
,Notification of executives and related parties' transactions with Nilfisk shares,Company announcement ...,GlobeNewswire,https://www.globenewswire.com/news-release/2024/11/22/2986080/0/en/Notification-of-executives-and-related-parties-transactions-with-Nilfisk-shares.html,11/22/2024 15:38,"[{'topic': 'Financial Markets', 'relevance_score': '0.158519'}]",,Alpha,0.185716,Somewhat-Bullish
"SNAP, META","Snap Denies Child Exploitation Allegations, Wants Lawsuit Dismissed - Snap  ( NYSE:SNAP ) ",Snap Inc SNAP has filed a motion to dismiss a lawsuit brought by New Mexico Attorney General Raúl Torrez. The lawsuit alleges that the company's platform facilitates child exploitation. Snap argues that the lawsuit misrepresents its practices and is based on flawed interpretations of internal ...,Benzinga,https://www.benzinga.com/24/11/42140725/snap-denies-facilitating-child-exploitation-seeks-dismissal-of-state-lawsuit,11/22/2024 15:34,"[{'topic': 'Earnings', 'relevance_score': '0.839681'}, {'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}]","SNAP, META",Alpha,-0.119557,Neutral
DELL,Price Over Earnings Overview: Dell Technologies - Dell Technologies  ( NYSE:DELL ) ,"In the current session, the stock is trading at $142.32, after a 2.45% increase. Over the past month, Dell Technologies Inc. DELL stock increased by 15.96%, and in the past year, by 90.85%.",Benzinga,https://www.benzinga.com/insights/news/24/11/42140588/price-over-earnings-overview-dell-technologies,11/22/2024 15:30,"[{'topic': 'Earnings', 'relevance_score': '0.451494'}, {'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.459462'}]",DELL,Alpha,0.147391,Neutral
NOVV,Real Messenger Clarification Regarding Terms of Warrants and Registration of Underlying Shares,"Costa Mesa, CA, Nov. 22, 2024 ( GLOBE NEWSWIRE ) -- Real Messenger Corporation ( ""Real Messenger"" or the ""Company"" ) , an innovative chat-based platform reimagining real estate connections began trading on Nasdaq on November 19, 2024 under the ticker symbols ""RMSG"" ( ordinary shares ) and ...",GlobeNewswire,https://www.globenewswire.com/news-release/2024/11/22/2986074/0/en/Real-Messenger-Clarification-Regarding-Terms-of-Warrants-and-Registration-of-Underlying-Shares.html,11/22/2024 15:30,"[{'topic': 'Real Estate & Construction', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.77141'}]",NOVV,Alpha,0.09685,Neutral
NVDA,Nvidia Gets Massive Wave of Price Target Upgrades After Reporting Earnings,What Nvidia investors should know about earnings.,Motley Fool,https://www.fool.com/investing/2024/11/22/nvidia-gets-massive-wave-of-price-target-upgrades/,11/22/2024 15:30,"[{'topic': 'Earnings', 'relevance_score': '0.158519'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]",NVDA,Alpha,0.115113,Neutral
,Brompton Funds Declare Distributions,"TORONTO, Nov. 22, 2024 ( GLOBE NEWSWIRE ) -- DGS DGS.PR.A, ESP, GDV, LBS, LCS, PWI, SBC ) ) - Brompton Funds announces distributions payable on December 13, 2024 to class A shareholders of record at the close of business on November 29, 2024 for each of the following funds:",Benzinga,https://www.benzinga.com/pressreleases/24/11/g42140536/brompton-funds-declare-distributions,11/22/2024 15:28,"[{'topic': 'Financial Markets', 'relevance_score': '0.999956'}]",,Alpha,0.205289,Somewhat-Bullish
SZCRF,SCOR announces the availability to the public of the Offer Document and the Other Information Document regarding its tender offer on MRM,Press ...,GlobeNewswire,https://www.globenewswire.com/news-release/2024/11/22/2986072/0/en/SCOR-announces-the-availability-to-the-public-of-the-Offer-Document-and-the-Other-Information-Document-regarding-its-tender-offer-on-MRM.html,11/22/2024 15:27,"[{'topic': 'Mergers & Acquisitions', 'relevance_score': '0.158519'}]",SZCRF,Alpha,0.332915,Somewhat-Bullish
GOOG,"DOJ Targets Google Chrome, Poll Shows 64% Oppose Alphabet Breakup: YouTube Seen As Top Prize - Alphabet  ( NASDAQ:GOOG ) , Alphabet  ( NASDAQ:GOOGL ) ",A poll of Benzinga readers found that they don't believe Alphabet Inc GOOG GOOGL should be broken up. This comes as the Department of Justice ( DOJ ) suggested divesting the Chrome browser to break a search monopoly.,Benzinga,https://www.benzinga.com/tech/24/11/42140450/doj-targets-google-chrome-poll-shows-64-oppose-alphabet-breakup-youtube-seen-as-top-prize,11/22/2024 15:24,"[{'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.796627'}]",GOOG,Alpha,0.145746,Neutral
BA,"Boeing Stock Has 37% Upside, According to 1 Wall Street Analyst","A Jefferies analyst recently maintained a buy rating and a $200 price target on Boeing ( NYSE: BA ) stock, arguing that fears over the impact of potential tariffs on China are exaggerated, given that the country is responsible for only 2% of Boeing's backlog.While the argument has merit, the ...",Motley Fool,https://www.fool.com/investing/2024/11/22/boeing-stock-has-37-upside-according-to-1-wall-str/,11/22/2024 15:24,"[{'topic': 'Earnings', 'relevance_score': '0.310843'}, {'topic': 'Financial Markets', 'relevance_score': '0.108179'}, {'topic': 'Manufacturing', 'relevance_score': '1.0'}]",BA,Alpha,0.076628,Neutral
"DEVS, SKK, APTO, AMIX, GAP, CETX, REPL, SPGI","Dow Jumps 300 Points; Gap Posts Upbeat Earnings - Aptose Biosciences  ( NASDAQ:APTO ) , Autonomix Medical  ( NASDAQ:AMIX ) ","U.S. stocks traded higher this morning, with the Dow Jones index gaining by more than 300 points on Friday. Following the market opening Friday, the Dow traded up 0.72% to 44,184.62 while the NASDAQ rose 0.07% to 18,985.33. The S&P 500 also rose, gaining, 0.35% to 5,969.29.",Benzinga,https://www.benzinga.com/24/11/42140418/dow-jumps-300-points-gap-posts-upbeat-earnings,11/22/2024 15:23,"[{'topic': 'Economy - Monetary', 'relevance_score': '0.158519'}, {'topic': 'Life Sciences', 'relevance_score': '1.0'}, {'topic': 'IPO', 'relevance_score': '0.310843'}, {'topic': 'Financial Markets', 'relevance_score': '0.161647'}, {'topic': 'Earnings', 'relevance_score': '0.682689'}]","DEVS, SKK, APTO, AMIX, GAP, CETX, REPL, SPGI",Alpha,0.190418,Somewhat-Bullish
"ITRI, SBGSF","MicroEJ Introduces VEE Energy, Enabling a New Software-Defined Era for the Smart Grid","BOSTON, Nov. 22, 2024 ( GLOBE NEWSWIRE ) -- MicroEJ, a leader in embedded software, unveils VEE Energy -a solution that transforms standard meters into agile, AI-enabled smart devices, revolutionizing how utilities manage grid infrastructure with no costly hardware replacement.",Benzinga,https://www.benzinga.com/pressreleases/24/11/g42140287/microej-introduces-vee-energy-enabling-a-new-software-defined-era-for-the-smart-grid,11/22/2024 15:20,"[{'topic': 'Life Sciences', 'relevance_score': '1.0'}]","ITRI, SBGSF",Alpha,0.585991,Bullish
"IVZ, RCKY, HON",Honeywell Cashes Out: $1.325 Billion PPE Business Sale Fuels Bold Portfolio Transformation - Honeywell Intl  ( NASDAQ:HON ) ,"Honeywell International Inc. HON shares are trading higher on Friday. The company has agreed to sell its Personal Protective Equipment ( PPE ) business to Protective Industrial Products, Inc. ( PIP ) for $1.325 billion in an all-cash deal.",Benzinga,https://www.benzinga.com/24/11/42140202/honeywell-to-exit-ppe-business-with-1325-billion-sale-plans-advanced-materials-spinoff,11/22/2024 15:18,"[{'topic': 'Finance', 'relevance_score': '0.5'}, {'topic': 'Financial Markets', 'relevance_score': '0.839681'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}]","IVZ, RCKY, HON",Alpha,0.375666,Bullish
JL,J-Long Group Limited Announces Share Consolidation/Reverse Stock Split to Regain NASDAQ Compliance,"Hong Kong, Nov. 22, 2024 ( GLOBE NEWSWIRE ) -- J-Long Group Limited ( Nasdaq: JL ) , a Hong Kong based and established distributor of reflective and non-reflective garment trims including, among others, heat transfers, fabrics, woven labels and tapes, sewing badges, piping, zipper pulls and ...",GlobeNewswire,https://www.globenewswire.com/news-release/2024/11/22/2986069/0/en/J-Long-Group-Limited-Announces-Share-Consolidation-Reverse-Stock-Split-to-Regain-NASDAQ-Compliance.html,11/22/2024 15:17,"[{'topic': 'Technology', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '1.0'}]",JL,Alpha,0.241891,Somewhat-Bullish
"CVS, WMT","With Musk And Ramaswamy Preparing To Slash Entire Government Agencies, Here's Which Departments Employ The Most Americans And Their Salaries",Elon Musk and Vivek Ramaswamy have been appointed to lead a new government-efficiency commission created by Donald Trump. The stated goal is to cut government spending and one approach being considered involves reducing or eliminating certain federal agencies.,Benzinga,https://www.benzinga.com/24/11/42140065/with-musk-and-ramaswamy-preparing-to-slash-entire-government-agencies-heres-which-departments-employ-the-most-ame,11/22/2024 15:15,"[{'topic': 'IPO', 'relevance_score': '0.158519'}, {'topic': 'Retail & Wholesale', 'relevance_score': '1.0'}]","CVS, WMT",Alpha,0.265765,Somewhat-Bullish
CAVA,Price Over Earnings Overview: Cava Group - Cava Group  ( NYSE:CAVA ) ,"In the current session, the stock is trading at $145.85, after a 0.73% spike. Over the past month, Cava Group Inc. CAVA stock increased by 7.08%, and in the past year, by 333.82%.",Benzinga,https://www.benzinga.com/insights/news/24/11/42140052/price-over-earnings-overview-cava-group,11/22/2024 15:15,"[{'topic': 'Earnings', 'relevance_score': '0.614606'}, {'topic': 'Retail & Wholesale', 'relevance_score': '1.0'}, {'topic': 'Financial Markets', 'relevance_score': '0.459462'}]",CAVA,Alpha,0.161878,Somewhat-Bullish
"NFLX, TGT, GOOG, WEN, MDNDF, SPOT, BRK-A, NKE, DPZ, SHOP, DMPZF, PZZA, BBY, CMG, HD, AMZN, WMT",Subscribers Drive Spotify and Disney,It's that magical time of year when you still have time to catch up on retirement contributions for 2024 and get yourself ready for the year ahead.,Motley Fool,https://www.fool.com/investing/2024/11/22/subscribers-drive-spotify-and-disney/,11/22/2024 15:11,"[{'topic': 'Technology', 'relevance_score': '0.25'}, {'topic': 'Finance', 'relevance_score': '0.25'}, {'topic': 'Economy - Monetary', 'relevance_score': '0.890401'}, {'topic': 'IPO', 'relevance_score': '0.158519'}, {'topic': 'Retail & Wholesale', 'relevance_score': '0.25'}, {'topic': 'Financial Markets', 'relevance_score': '1.0'}, {'topic': 'Manufacturing', 'relevance_score': '0.25'}, {'topic': 'Earnings', 'relevance_score': '1.0'}]","NFLX, TGT, GOOG, WEN, MDNDF, SPOT, BRK-A, NKE, DPZ, SHOP, DMPZF, PZZA, BBY, CMG, HD, AMZN, WMT",Alpha,0.144212,Neutral
"T, SATS",EchoStar Shares Sink As DirecTV Terminates Acquisition Agreement - EchoStar  ( NASDAQ:SATS ) ,"DIRECTV announced Friday it would terminate its agreement to acquire EchoStar Corp's SATS video distribution business, DISH DBS. The decision follows DISH DBS noteholders' refusal to accept EchoStar's proposed Exchange Debt Offer Terms, a critical condition for the deal to proceed.",Benzinga,https://www.benzinga.com/news/24/11/42139806/echostar-shares-sink-as-directv-terminates-acquisition-agreement,11/22/2024 15:09,"[{'topic': 'Financial Markets', 'relevance_score': '0.538269'}, {'topic': 'Manufacturing', 'relevance_score': '0.5'}, {'topic': 'Earnings', 'relevance_score': '0.360215'}, {'topic': 'Technology', 'relevance_score': '0.5'}]","T, SATS",Alpha,0.093858,Neutral
