ticker,title,publisher,link,publish_date,summary,type,related_tickers,category
^RUT,"How major US stock indexes fared Thursday, 11/21/2024",Associated Press,https://finance.yahoo.com/news/major-us-stock-indexes-fared-212104497.html,2024-11-21 14:21:04,"U.S. stocks climbed after market superstar Nvidia and another round of companies said they’re making even fatter profits than expected. The S&P 500 pulled 0.5% higher Thursday after flipping between modest gains and losses several times in the morning. The Dow Jones Industrial Average jumped 1.1%, and the Nasdaq composite edged up less than 0.1%. Banks, smaller companies and other areas of the stock market that tend to do best when the economy is strong helped lead the way, while bitcoin briefly...",STORY,"COMP, ^DJI, ^GSPC, ^RUT",General
^RUT,Should You Sell European Wax Center (EWCZ)?,Insider Monkey,https://finance.yahoo.com/news/sell-european-wax-center-ewcz-153114931.html,2024-11-21 08:31:14,"Baron Funds, an investment management company, released its “Baron Small Cap Fund” third-quarter 2024 investor letter. A copy of the letter can be downloaded here. The fund returned 9.68% (Institutional Shares) in the quarter outperforming the Russell 2000 Growth Index’s 8.41% return and the broader Russell 3000 Index’s 6.23% return. For the first nine months of 2024, the Fund is up 14.74% compared to 13.22% and 20.63% returns for the indexes.  In contrast to the narrow market leadership of prev...",STORY,"EWCZ, ^RUT",General
^RUT,Does Gcm Grosvenor Inc (GCMG) Have a Resilient Earnings Model?,Insider Monkey,https://finance.yahoo.com/news/does-gcm-grosvenor-inc-gcmg-152749296.html,2024-11-21 08:27:49,"Baron Funds, an investment management company, released its “Baron Small Cap Fund” third-quarter 2024 investor letter. A copy of the letter can be downloaded here. The fund returned 9.68% (Institutional Shares) in the quarter outperforming the Russell 2000 Growth Index’s 8.41% return and the broader Russell 3000 Index’s 6.23% return. For the first nine months of 2024, the Fund is up 14.74% compared to 13.22% and 20.63% returns for the indexes.  In contrast to the narrow market leadership of prev...",STORY,^RUT,General
^RUT,Baron Small Cap Fund Sold Endava Plc (DAVA) Due to Slow Demand,Insider Monkey,https://finance.yahoo.com/news/baron-small-cap-fund-sold-152321612.html,2024-11-21 08:23:21,"Baron Funds, an investment management company, released its “Baron Small Cap Fund” third-quarter 2024 investor letter. A copy of the letter can be downloaded here. The fund returned 9.68% (Institutional Shares) in the quarter outperforming the Russell 2000 Growth Index’s 8.41% return and the broader Russell 3000 Index’s 6.23% return. For the first nine months of 2024, the Fund is up 14.74% compared to 13.22% and 20.63% returns for the indexes.  In contrast to the narrow market leadership of prev...",STORY,"DAVA, ^RUT",General
^RUT,Baron Small Cap Fund Sold Loar Holdings (LOAR) After Over 150% Share Appreciation,Insider Monkey,https://finance.yahoo.com/news/baron-small-cap-fund-sold-151301575.html,2024-11-21 08:13:01,"Baron Funds, an investment management company, released its “Baron Small Cap Fund” third-quarter 2024 investor letter. A copy of the letter can be downloaded here. The fund returned 9.68% (Institutional Shares) in the quarter outperforming the Russell 2000 Growth Index’s 8.41% return and the broader Russell 3000 Index’s 6.23% return. For the first nine months of 2024, the Fund is up 14.74% compared to 13.22% and 20.63% returns for the indexes.  In contrast to the narrow market leadership of prev...",STORY,^RUT,General
^RUT,Should You Retain Your Conviction in Icon Plc (ICLR)?,Insider Monkey,https://finance.yahoo.com/news/retain-conviction-icon-plc-iclr-151109184.html,2024-11-21 08:11:09,"Baron Funds, an investment management company, released its “Baron Small Cap Fund” third-quarter 2024 investor letter. A copy of the letter can be downloaded here. The fund returned 9.68% (Institutional Shares) in the quarter outperforming the Russell 2000 Growth Index’s 8.41% return and the broader Russell 3000 Index’s 6.23% return. For the first nine months of 2024, the Fund is up 14.74% compared to 13.22% and 20.63% returns for the indexes.  In contrast to the narrow market leadership of prev...",STORY,"ICLR, ^RUT",General
^RUT,Baron Small Cap Fund Increased its Position in Ibotta (IBTA) on Dip,Insider Monkey,https://finance.yahoo.com/news/baron-small-cap-fund-increased-143901316.html,2024-11-21 07:39:01,"Baron Funds, an investment management company, released its “Baron Small Cap Fund” third-quarter 2024 investor letter. A copy of the letter can be downloaded here. The fund returned 9.68% (Institutional Shares) in the quarter outperforming the Russell 2000 Growth Index’s 8.41% return and the broader Russell 3000 Index’s 6.23% return. For the first nine months of 2024, the Fund is up 14.74% compared to 13.22% and 20.63% returns for the indexes.  In contrast to the narrow market leadership of prev...",STORY,^RUT,General
^GSPC,Gold surges and euro sags as broader war risks rise,Reuters,https://finance.yahoo.com/news/gold-surges-euro-sags-broader-022920767.html,2024-11-21 19:29:20,"By Tom Westbrook SINGAPORE (Reuters) - Gold was headed for its largest weekly gain in nearly eight months on Friday and the euro hovered at a 13-month low as Russia lowered its threshold for using nuclear weapons and fired a hypersonic ballistic missile at Ukraine. The risk of escalation also sent European gas prices to a one-year high and pushed investors towards safe havens, underpinning German debt and putting the Swiss franc on course for its first weekly rise in two months. In Asia on Frida...",STORY,^GSPC,General
^GSPC,"Asian Stocks, Gold Gain After Wall Street Rises: Markets Wrap",Bloomberg,https://finance.yahoo.com/news/asian-equities-climb-wall-street-224100620.html,2024-11-21 18:47:11,(Bloomberg) -- Asian equities rose Friday following gains on Wall Street as investors shook off initial concerns over Nvidia Corp.’s revenue outlook. The dollar gained. Most Read from Bloomberg Trump Promises Could Have Seismic Impact on Washington Economy Paris to Replace Parking Spaces With Trees Tokyo’s Scorching Summers Focus Public Anger Against Tree Cutting NYC Mayor Adams Names Jessica Tisch to Lead Police Head Amid Probes New York’s Transit Agency Approves $9 Congestion Toll Shares in Au...,STORY,"NVDA, ^GSPC",General
^GSPC,Nvidia earnings adjust chances for S&P 500 record year,TheStreet,https://finance.yahoo.com/m/ea8ab46f-7aa0-3d99-8838-87f45cfdf037/nvidia-earnings-adjust.html,2024-11-21 18:03:00,"The S&P 500 has a shot at notching its best annual gain on record this year, partly thanks to the stunning first-half performance of megacap tech stocks and the late-autumn rally powered by Trump Trade bets on stronger economic growth and fatter corporate profits. The broadest benchmark of U.S. shares is now up a bit more than 24% this year, gaining around 3.7% this month after President-elect Donald Trump's early November victory and the second consecutive interest rate cut from the Federal Res...",STORY,"^GSPC, NVDA, ^DJI",General
^GSPC,Analysis-Trump's return could extend US stocks' dominance over global rivals,Reuters,https://finance.yahoo.com/news/analysis-trumps-return-could-extend-001734422.html,2024-11-21 17:17:34,"By Lewis Krauskopf NEW YORK (Reuters) - U.S. stocks are extending their lead over global peers and some investors believe that dominance could grow if President-elect Donald Trump can implement his economic platform without becoming mired in a full-blown trade war or ballooning the federal deficit. The S&P 500 has gained over 24% in 2024, putting it well ahead of benchmarks in Europe, Asia and emerging markets. At 22 times expected future earnings, its premium to an MSCI index of stocks of more ...",STORY,^GSPC,General
^GSPC,Russia’s Nuclear Threats Can’t Keep the Stock Market Down. Here’s Why.,Barrons.com,https://finance.yahoo.com/m/b3d2d9f4-28f5-3b26-8ded-edc81b65b6c8/russia%E2%80%99s-nuclear-threats.html,2024-11-21 16:09:00,"The threat of nuclear war seems higher than it has in ages, but the stock market wants what wants—and it wants to go higher. While investors talk about all the reasons the stock market could blow up—valuations are sky-high, the growing concentration of Magnificent Seven names, including Nvidia Apple and Microsoft and a resurgence of inflation, among them—there has been less talk of the actual Armageddon plain sight: Russia’s war on Ukraine. Reports emerged that Russian troops had launched Interc...",STORY,^GSPC,General
^GSPC,Texas Pacific Land Will Join S&P 500. It Replaces Marathon Oil.,Barrons.com,https://finance.yahoo.com/m/30bb3a48-3560-3bf8-877f-686057aa4d63/texas-pacific-land-will-join.html,2024-11-21 16:05:00,Marathon Oil is being dropped because it will be purchased by ConocoPhillips in a deal expected to close on Nov. 22. Sign in to access your portfolio,STORY,"^GSPC, SMCI, MRO",General
^GSPC,Prologis (PLD) Stock Drops Despite Market Gains: Important Facts to Note,Zacks,https://finance.yahoo.com/news/prologis-pld-stock-drops-despite-230003920.html,2024-11-21 16:00:03,"In the latest trading session, Prologis (PLD) closed at $113.97, marking a -0.5% move from the previous day. This change lagged the S&P 500's daily gain of 0.53%. On the other hand, the Dow registered a gain of 1.06%, and the technology-centric Nasdaq increased by 0.03%. Coming into today, shares of the industrial real estate developer had lost 5.21% in the past month. In that same time, the Finance sector gained 1.92%, while the S&P 500 gained 1.02%. Market participants will be closely followin...",STORY,"PLD, ^GSPC",General
AAPL,Warren Buffett just sold 3 massively popular stocks,TheStreet,https://finance.yahoo.com/m/a1e3478f-befb-39a4-aeab-f13ee3fb7f10/warren-buffett-just-sold-3.html,2024-11-21 17:33:00,"All right, put down that shovel and lend an ear: the Oracle of Ohama has something to say. Warren Buffett is quoted so often by so many people that you sometimes wonder how the guy has time for anything else. Related: Warren Buffett just bought a popular restaurant stock The chairman and chief executive of Berkshire Hathaway  (BRK.A)  seems to have a bon mot for every investing occasion. But if you're going to listen to anyone, the ninth richest person on the Bloomberg Billionaires Index is prob...",STORY,AAPL,Tech
AAPL,Apple is reportedly building a more conversational Siri powered by LLMs,TechCrunch,https://finance.yahoo.com/m/30a1d1b9-4436-3500-9b44-57253c8ab09d/apple-is-reportedly-building.html,2024-11-21 15:20:49,"Apple is developing a new version of its voice assistant, Siri, powered by advanced large language models (LLMs), according to sources cited by Bloomberg. This more conversational Siri is part of Apple's attempt to catch up in AI, where competitors have released impressive features, like Google's Gemini Live, that are far more natural to talk to than Siri. The new assistant reportedly will fully replace the Siri interface that users rely on today, and Apple is planning to release the feature in ...",STORY,AAPL,Tech
AAPL,Apple Readies More Conversational Siri in Bid to Catch Up in AI,Bloomberg,https://finance.yahoo.com/news/apple-readies-more-conversational-siri-210002525.html,2024-11-21 14:00:02,"(Bloomberg) -- Apple Inc. is racing to develop a more conversational version of its Siri digital assistant, aiming to catch up with OpenAI’s ChatGPT and other voice services, according to people with knowledge of the matter. Most Read from Bloomberg Trump Promises Could Have Seismic Impact on Washington Economy Paris to Replace Parking Spaces With Trees Tokyo’s Scorching Summers Focus Public Anger Against Tree Cutting NYC Mayor Adams Names Jessica Tisch to Lead Police Head Amid Probes New York’s...",STORY,AAPL,Tech
AAPL,Magnificent Seven Stocks: Nvidia Stock Rallies On Earnings; Google Dives,Investor's Business Daily,https://finance.yahoo.com/m/4205eaa9-f620-3a0b-a81a-0e82c7c9fd0b/magnificent-seven-stocks%3A.html,2024-11-21 13:46:42,"Nvidia stock rallied to new highs Thursday after the AI giant's earnings report, while Google dived. Sign in to access your portfolio",STORY,"NVDA, AAPL, TSLA, META, MSFT",Tech
AAPL,WhatsApp rolls out voice message transcripts,TechCrunch,https://finance.yahoo.com/m/1fcdf03f-54ff-313b-a524-4deba02eb98e/whatsapp-rolls-out-voice.html,2024-11-21 12:50:08,"WhatsApp announced on Thursday it's rolling out voice message transcripts. The Meta-owned company says the new feature will come in handy when you're on the move or in a loud place where you can't listen to a voice message. A similar feature was announced last year for Apple's Message app, a top WhatsApp competitor, with the release of Apple's software update, iOS 17. With the new feature, voice messages can be transcribed into text to help you keep up with conversations when you're unable (or p...",STORY,AAPL,Tech
AAPL,The DOJ-Google Fight Comes Into Focus. Why It’s Finally Hitting Alphabet’s Stock.,Barrons.com,https://finance.yahoo.com/m/09bfc624-af25-3a02-aa0a-c1d35149d609/the-doj-google-fight-comes.html,2024-11-21 12:39:00,"Until Thursday, shares of Google-parent Alphabet had largely escaped regulatory worry. A new government filing has changed that. Sign in to access your portfolio",STORY,"GOOG, AAPL",Tech
AAPL,Planned Age-Verification Bill Would Put Burden on App Stores,The Information,https://finance.yahoo.com/m/828ce92d-c83b-3882-b8d8-c39c5c3bf7fa/planned-age-verification-bill.html,2024-11-21 12:35:32,The issue of who is responsible for age verification is a polarizing one. Sign in to access your portfolio,STORY,AAPL,Tech
AAPL,DOJ Seeks Google Sale Of Chrome In Antitrust Case. Will Trump Make A Difference?,Investor's Business Daily,https://finance.yahoo.com/m/ac2cf090-ce97-3e1d-b5e9-a3962f1681ab/doj-seeks-google-sale-of.html,2024-11-21 10:31:27,Google stock fell amid a DOJ request that a federal judge force parent Alphabet to sell its Chrome browser as part of antitrust remedies. Sign in to access your portfolio,STORY,"GOOG, AAPL, MSFT",Tech
GOOGL,"Dow Jones Futures: Bulls Run Past Google; 7 Stocks In Buy Zones, MicroStrategy Dives",Investor's Business Daily,https://finance.yahoo.com/m/8cd900de-5cfb-3f21-b0f6-4966fc9da30b/dow-jones-futures%3A-bulls-run.html,2024-11-21 19:44:25,"Dow Jones futures were little changed overnight, along with S&P 500 futures and Nasdaq futures. The stock market rally had a strong session Thursday. Nvidia ultimately edged higher after initial whipsaw action following strong earnings. Sign in to access your portfolio",STORY,"NTAP, DECK, GOOG, INTU, NVDA, ALAB, MSTR, NET",Tech
GOOGL,Google could be forced to sell Chrome. Here's what you need to know,LA Times,https://finance.yahoo.com/m/6872f31c-b9ed-3f52-8010-7943ff16c265/google-could-be-forced-to.html,2024-11-21 16:42:40,"Google and federal officials are battling it out over a proposal that the tech giant be forced to sell its popular Chrome web browser to restore competition to the online search market. The proposal, filed by the U.S. Department of Justice and several states this week, came after a federal judge ruled that Google maintained an illegal monopoly over internet search. The landmark decision opened the door to the current showdown over potential remedies that could reshape the tech giant's multibilli...",STORY,GOOG,Tech
GOOGL,Google stock hammered after DOJ calls for Chrome sale,Fortune,https://finance.yahoo.com/news/google-stock-hammered-doj-calls-231412377.html,2024-11-21 16:14:12,"The Justice Department is looking to break up one of America’s most powerful companies following a court ruling in September that found Google violated antitrust law. Shares of Google-parent Alphabet plunged over 5% Thursday after prosecutors outlined proposed remedies that would significantly alter how the search giant conducts its business. In September, U.S. District Judge Amit Mehta ruled Google had illegally monopolized the search market with tens of billions of dollars in payments to ensur...",STORY,GOOG,Tech
GOOGL,"Alphabet Insider Sold Shares Worth $3,975,018, According to a Recent SEC Filing",MT Newswires,https://finance.yahoo.com/news/alphabet-insider-sold-shares-worth-220342077.html,2024-11-21 15:03:42,"Alphabet Insider Sold Shares Worth $3,975,018, According to a Recent SEC Filing Sign in to access your portfolio",STORY,GOOG,Tech
GOOGL,S&P 500 Gains and Losses Today: Stocks Rise After Nvidia Earnings; Alphabet Falls,Investopedia,https://finance.yahoo.com/m/73e91fca-5b4e-3edd-99e6-afe80e10c1c4/s%26p-500-gains-and-losses.html,2024-11-21 14:54:39,"Long Wei / VCG via Getty Images  The S&P 500 added 0.5% on Thursday, Nov. 21, 2024, as results from chip giant Nvidia reinvigorated optimism around the AI revolution. Super Micro Computer stock surged after the server maker received a shoutout during Nvidia's earnings call, extended this week's gains. Shares of Alphabet dropped as the Justice Department said the tech giant should be required to sell its Chrome browser to dismantle its monopoly in the search business.  Major U.S. equity indexes m...",STORY,"NVDA, ^GSPC, GOOG, GE, DE, SMCI",Tech
GOOGL,"These Stocks Moved the Most Today: Nvidia, Alphabet, Super Micro, Snowflake, Deere, MicroStrategy, PDD, and More",Barrons.com,https://finance.yahoo.com/m/d0b6d9d7-8a7f-36c7-a405-27a6c0f7684f/these-stocks-moved-the-most.html,2024-11-21 14:24:00,"Nvidia stock slips following third-quarter earnings from the chip maker, Alphabet slumps after the Justice Department asks a federal judge to force Google to sell off its Chrome browser, and Snowflake shares soar after the software company smashes earnings expectations. Sign in to access your portfolio",STORY,"NVDA, MSTR, GOOG, PANW, SNOW",Tech
GOOGL,"US Equities Markets End Higher Thursday as Traders Weigh Nvidia Earnings, Economic Data",MT Newswires,https://finance.yahoo.com/news/us-equities-markets-end-higher-210308890.html,2024-11-21 14:03:08,"US Equities Markets End Higher Thursday as Traders Weigh Nvidia Earnings, Economic Data Sign in to access your portfolio",STORY,"NVDA, GOOG",Tech
MSFT,Magnificent Seven Stocks: Nvidia Stock Rallies On Earnings; Google Dives,Investor's Business Daily,https://finance.yahoo.com/m/4205eaa9-f620-3a0b-a81a-0e82c7c9fd0b/magnificent-seven-stocks%3A.html,2024-11-21 13:46:42,"Nvidia stock rallied to new highs Thursday after the AI giant's earnings report, while Google dived. Sign in to access your portfolio",STORY,"NVDA, AAPL, TSLA, META, MSFT",Tech
MSFT,Nvidia Earnings Were a Blowout. Just Ignore the Stock Move For Now.,Barrons.com,https://finance.yahoo.com/m/f32d8a60-f334-3927-8e7e-5f0efac6ff63/nvidia-earnings-were-a.html,2024-11-21 13:35:00,Nvidia’s AI growth story is far from over. Triple-digit growth rates while making tens of billions of dollars shouldn’t be overlooked by investors. Sign in to access your portfolio,STORY,"NVDA, MSFT",Tech
MSFT,Microsoft Corporation (MSFT)’s AI-Backed Mistral Unveils Major Updates to Le Chat Chatbot,Insider Monkey,https://finance.yahoo.com/news/microsoft-corporation-msft-ai-backed-202426239.html,2024-11-21 13:24:26,"We recently published a list of 14 AI Stocks to Watch According to Latest News and Ratings. In this article, we are going to take a look at where Microsoft Corporation (NASDAQ:MSFT) stands against other AI stocks to watch according to latest news and ratings. Artificial intelligence businesses have taken Wall Street by storm in the past few months. One of the most notable success stories has been OpenAI, the AI startup that has become the most valuable private firm in the world with a valuation ...",STORY,MSFT,Tech
MSFT,Why MongoDB Stock Surged Today,Motley Fool,https://finance.yahoo.com/m/5c9be3a1-83cf-3413-95f2-31e741a73558/why-mongodb-stock-surged-today.html,2024-11-21 12:45:58,"Shares of database company MongoDB (NASDAQ: MDB) surged on Thursday and there is likely a combination of factors driving the move. On one hand, the company's adoption could be about to improve thanks to a stronger relationship with Microsoft. And it also appears that spending for software might be picking back up. These are likely factors to explain why MongoDB stock was up 14% as of 1:50 p.m. ET. Shares of Snowflake, a peer of MongoDB, are up big today after noting big gains in its customer cou...",STORY,"MDB, MSFT",Tech
MSFT,"Nvidia says next-gen Blackwell chip sales will top prior forecasts, calming delay worries",Yahoo Finance,https://finance.yahoo.com/news/nvidia-says-next-gen-blackwell-chip-sales-will-top-prior-forecasts-calming-delay-worries-194453395.html,2024-11-21 12:44:53,"Nvidia (NVDA) is assuaging Wall Street’s concerns about any potential slowdowns in the production of its next-generation Blackwell chip, telling investors during the company’s earnings call on Wednesday that it’s on pace to exceed its previous revenue estimates for the current quarter. “Blackwell production is in full steam,” CEO Jensen Huang said during the call. “I think we're in great shape with respect to the Blackwell ramp at this point.” Prior to the earnings call, The Information reported...",STORY,"AMZN, MSFT, META, GOOG, NVDA",Tech
MSFT,"Advanced Micro Devices, Inc. (AMD) PCs Excluded from Upcoming Microsoft Windows AI Copilot Features, Limited to Snapdragon Devices",Insider Monkey,https://finance.yahoo.com/news/advanced-micro-devices-inc-amd-173829116.html,2024-11-21 10:38:29,"We recently compiled a list of the 15 AI Stocks That Are Dominating Headlines. In this article, we are going to take a look at where Advanced Micro Devices, Inc. (NASDAQ:AMD) stands against the other AI stocks that are dominating headlines. AI stocks are soaring and AI startups are receiving billions in funding from venture capital firms as the new technology sweeps investors off their feet. However, as the AI boom plays out, the central bank in Europe has issued a dire warning about the develop...",STORY,"AMD, MSFT",Tech
MSFT,DOJ Seeks Google Sale Of Chrome In Antitrust Case. Will Trump Make A Difference?,Investor's Business Daily,https://finance.yahoo.com/m/ac2cf090-ce97-3e1d-b5e9-a3962f1681ab/doj-seeks-google-sale-of.html,2024-11-21 10:31:27,Google stock fell amid a DOJ request that a federal judge force parent Alphabet to sell its Chrome browser as part of antitrust remedies. Sign in to access your portfolio,STORY,"GOOG, AAPL, MSFT",Tech
MSFT,Silicon Valley CEO warns ‘absolutely there’s a bubble’ in AI valuations: ‘Nobody would be surprised’ if OpenAI ‘disappeared next Monday’,Fortune,https://finance.yahoo.com/news/silicon-valley-billionaire-warns-absolutely-165707051.html,2024-11-21 09:57:07,"Wherever C3.ai CEO Tom Siebel goes he fields the same question about the future of AI. “Everybody's asking me about it, ‘Is there a bubble here?’ Absolutely there's a bubble. It's huge,” he tells Fortune in an exclusive interview at C3.ai’s New York offices in a Midtown WeWork. Over the last two years, analysts have pondered whether AI companies, both public and private, could possibly live up to their lofty valuations. Tom Siebel, who built his career in Silicon Valley as a sales executive at O...",STORY,MSFT,Tech
